From	To	Species	Gene Name
ENSG00000060237	65125	Homo sapiens	WNK lysine deficient protein kinase 1(WNK1)
ENSG00000085511	4216	Homo sapiens	mitogen-activated protein kinase kinase kinase 4(MAP3K4)
ENSG00000073598	54752	Homo sapiens	fibronectin type III domain containing 8(FNDC8)
ENSG00000252156	106481224	Homo sapiens	RNA, U6 small nuclear 155, pseudogene(RNU6-155P)
ENSG00000252157	106481331	Homo sapiens	RNA, U6 small nuclear 479, pseudogene(RNU6-479P)
ENSG00000252155	107063612	Homo sapiens	RNA, U6 small nuclear 941, pseudogene(RNU6-941P)
ENSG00000264128	106480381	Homo sapiens	RNA, 7SL, cytoplasmic 713, pseudogene(RN7SL713P)
ENSG00000072274	7037	Homo sapiens	transferrin receptor(TFRC)
ENSG00000252148	106481561	Homo sapiens	RNA, U6 small nuclear 1206, pseudogene(RNU6-1206P)
ENSG00000239183	100124534	Homo sapiens	small nucleolar RNA, H/ACA box 84(SNORA84)
ENSG00000252145	106480650	Homo sapiens	RNA, U6 small nuclear 1225, pseudogene(RNU6-1225P)
ENSG00000239189	106479847	Homo sapiens	RNA, U6 small nuclear 634, pseudogene(RNU6-634P)
ENSG00000073578	6389	Homo sapiens	succinate dehydrogenase complex flavoprotein subunit A(SDHA)
ENSG00000183908	219527	Homo sapiens	leucine rich repeat containing 55(LRRC55)
ENSG00000240186	106479453	Homo sapiens	RNA, 7SL, cytoplasmic 633, pseudogene(RN7SL633P)
ENSG00000239190	106479884	Homo sapiens	RNA, U6 small nuclear 717, pseudogene(RNU6-717P)
ENSG00000085563	5243	Homo sapiens	ATP binding cassette subfamily B member 1(ABCB1)
ENSG00000171914	83660	Homo sapiens	talin 2(TLN2)
ENSG00000084234	334	Homo sapiens	amyloid beta precursor like protein 2(APLP2)
ENSG00000239194	106481628	Homo sapiens	RNA, U1 small nuclear 123, pseudogene(RNU1-123P)
ENSG00000239195	692072	Homo sapiens	small nucleolar RNA, C/D box 5(SNORD5)
ENSG00000169609	123207	Homo sapiens	chromosome 15 open reading frame 40(C15orf40)
ENSG00000169607	150468	Homo sapiens	cytoskeleton associated protein 2 like(CKAP2L)
ENSG00000169605	56287	Homo sapiens	gastrokine 1(GKN1)
ENSG00000169604	84168	Homo sapiens	ANTXR cell adhesion molecule 1(ANTXR1)
ENSG00000073584	6605	Homo sapiens	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1(SMARCE1)
ENSG00000000460	55732	Homo sapiens	chromosome 1 open reading frame 112(C1orf112)
ENSG00000171931	10517	Homo sapiens	F-box and WD repeat domain containing 10(FBXW10)
ENSG00000085552	57549	Homo sapiens	immunoglobulin superfamily member 9(IGSF9)
ENSG00000171928	51030	Homo sapiens	trans-golgi network vesicle protein 23 homolog B(TVP23B)
ENSG00000252163	106480842	Homo sapiens	RN7SK pseudogene 31(RN7SKP31)
ENSG00000277443	4082	Homo sapiens	myristoylated alanine rich protein kinase C substrate(MARCKS)
ENSG00000252166	106481621	Homo sapiens	RNA, U1 small nuclear 95, pseudogene(RNU1-95P)
ENSG00000000457	57147	Homo sapiens	SCY1 like pseudokinase 3(SCYL3)
ENSG00000171940	7764	Homo sapiens	zinc finger protein 217(ZNF217)
ENSG00000228486	728537	Homo sapiens	chromosome 2 open reading frame 92(C2orf92)
ENSG00000252117	107105259	Homo sapiens	RNA, U6 small nuclear 1108, pseudogene(RNU6-1108P)
ENSG00000170604	26145	Homo sapiens	interferon regulatory factor 2 binding protein 1(IRF2BP1)
ENSG00000169621	200558	Homo sapiens	aprataxin and PNKP like factor(APLF)
ENSG00000216490	10437	Homo sapiens	IFI30 lysosomal thiol reductase(IFI30)
ENSG00000170606	3308	Homo sapiens	heat shock protein family A (Hsp70) member 4(HSPA4)
ENSG00000170608	3171	Homo sapiens	forkhead box A3(FOXA3)
ENSG00000169627	654483	Homo sapiens	bolA family member 2B(BOLA2B)
ENSG00000182600	389084	Homo sapiens	secondary ossification center associated regulator of chondrocyte maturation(SNORC)
ENSG00000254772	1937	Homo sapiens	eukaryotic translation elongation factor 1 gamma(EEF1G)
ENSG00000182601	9951	Homo sapiens	heparan sulfate-glucosamine 3-sulfotransferase 4(HS3ST4)
ENSG00000183914	146754	Homo sapiens	dynein axonemal heavy chain 2(DNAH2)
ENSG00000241468	9551	Homo sapiens	ATP synthase membrane subunit f(ATP5MF)
ENSG00000183918	4068	Homo sapiens	SH2 domain containing 1A(SH2D1A)
ENSG00000171951	7857	Homo sapiens	secretogranin II(SCG2)
ENSG00000171953	91647	Homo sapiens	ATP synthase mitochondrial F1 complex assembly factor 2(ATPAF2)
ENSG00000252105	106481634	Homo sapiens	RNA, U1 small nuclear 143, pseudogene(RNU1-143P)
ENSG00000170613	153745	Homo sapiens	golgi associated RAB2B interactor family member 3(GARIN3)
ENSG00000169635	23119	Homo sapiens	HIC ZBTB transcriptional repressor 2(HIC2)
ENSG00000171943	653464	Homo sapiens	SLIT-ROBO Rho GTPase activating protein 2C(SRGAP2C)
ENSG00000168301	200845	Homo sapiens	potassium channel tetramerization domain containing 6(KCTD6)
ENSG00000170615	375611	Homo sapiens	solute carrier family 26 member 5(SLC26A5)
ENSG00000252104	106479651	Homo sapiens	RNA, U6 small nuclear 191, pseudogene(RNU6-191P)
ENSG00000168300	115294	Homo sapiens	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1(PCMTD1)
ENSG00000168309	11170	Homo sapiens	family with sequence similarity 107 member A(FAM107A)
ENSG00000168306	8309	Homo sapiens	acyl-CoA oxidase 2(ACOX2)
ENSG00000183921	100288072	Homo sapiens	short chain dehydrogenase/reductase family 42E, member 2(SDR42E2)
ENSG00000182613	285659	Homo sapiens	olfactory receptor family 2 subfamily V member 2(OR2V2)
ENSG00000215148	360226	Homo sapiens	serine protease 41(PRSS41)
ENSG00000241476	6757	Homo sapiens	SSX family member 2(SSX2)
ENSG00000171962	83450	Homo sapiens	dynein regulatory complex subunit 3(DRC3)
ENSG00000170633	80196	Homo sapiens	ring finger protein 34(RNF34)
ENSG00000170632	83787	Homo sapiens	armadillo repeat containing 10(ARMC10)
ENSG00000168314	4336	Homo sapiens	myelin associated oligodendrocyte basic protein(MOBP)
ENSG00000170624	6444	Homo sapiens	sarcoglycan delta(SGCD)
ENSG00000171954	126410	Homo sapiens	cytochrome P450 family 4 subfamily F member 22(CYP4F22)
ENSG00000252137	106480150	Homo sapiens	RNA, U6 small nuclear 1338, pseudogene(RNU6-1338P)
ENSG00000171956	27023	Homo sapiens	forkhead box B1(FOXB1)
ENSG00000168310	3660	Homo sapiens	interferon regulatory factor 2(IRF2)
ENSG00000204498	4795	Homo sapiens	NFKB inhibitor like 1(NFKBIL1)
ENSG00000169641	7798	Homo sapiens	leucine zipper protein 1(LUZP1)
ENSG00000170627	121355	Homo sapiens	gametocyte specific factor 1(GTSF1)
ENSG00000252135	115409986	Homo sapiens	RNA, U1 small nuclear 155 pseudogene(RNU1-155P)
ENSG00000182621	23236	Homo sapiens	phospholipase C beta 1(PLCB1)
ENSG00000182621	105372522	Homo sapiens	uncharacterized LOC105372522(LOC105372522)
ENSG00000252132	106480610	Homo sapiens	RNA, U6 small nuclear 795, pseudogene(RNU6-795P)
ENSG00000252133	124900279	Homo sapiens	small nucleolar RNA SNORA70(LOC124900279)
ENSG00000182606	22906	Homo sapiens	trafficking kinesin protein 1(TRAK1)
ENSG00000241484	23779	Homo sapiens	Rho GTPase activating protein 8(ARHGAP8)
ENSG00000204480	645414	Homo sapiens	PRAME family member 19(PRAMEF19)
ENSG00000204481	729528	Homo sapiens	PRAME family member 14(PRAMEF14)
ENSG00000170634	98	Homo sapiens	acylphosphatase 2(ACYP2)
ENSG00000252128	124900339	Homo sapiens	small nucleolar RNA SNORD27(LOC124900339)
ENSG00000253457	100507341	Homo sapiens	small integral membrane protein 18(SMIM18)
ENSG00000252126	106480569	Homo sapiens	RNA, U6 small nuclear 313, pseudogene(RNU6-313P)
ENSG00000170638	80305	Homo sapiens	TraB domain containing(TRABD)
ENSG00000168329	1524	Homo sapiens	C-X3-C motif chemokine receptor 1(CX3CR1)
ENSG00000252121	106481486	Homo sapiens	RNA, U6 small nuclear 970, pseudogene(RNU6-970P)
ENSG00000183943	5613	Homo sapiens	protein kinase cAMP-dependent X-linked catalytic subunit(PRKX)
ENSG00000182612	83882	Homo sapiens	tetraspanin 10(TSPAN10)
ENSG00000215131	646174	Homo sapiens	chromosome 16 open reading frame 90(C16orf90)
ENSG00000182636	4692	Homo sapiens	necdin, MAGE family member(NDN)
ENSG00000266714	80022	Homo sapiens	myosin XVB(MYO15B)
ENSG00000155099	55529	Homo sapiens	phosphatidylinositol-4,5-bisphosphate 4-phosphatase 2(PIP4P2)
ENSG00000000419	8813	Homo sapiens	dolichyl-phosphate mannosyltransferase subunit 1, catalytic(DPM1)
ENSG00000155097	528	Homo sapiens	ATPase H+ transporting V1 subunit C1(ATP6V1C1)
ENSG00000169660	284004	Homo sapiens	hexosaminidase D(HEXD)
ENSG00000170653	11016	Homo sapiens	activating transcription factor 7(ATF7)
ENSG00000171984	149840	Homo sapiens	shieldin complex subunit 1(SHLD1)
ENSG00000168334	165904	Homo sapiens	xin actin binding repeat containing 1(XIRP1)
ENSG00000167004	2923	Homo sapiens	protein disulfide isomerase family A member 3(PDIA3)
ENSG00000254737	390264	Homo sapiens	olfactory receptor family 10 subfamily G member 4(OR10G4)
ENSG00000155096	51582	Homo sapiens	antizyme inhibitor 1(AZIN1)
ENSG00000183971	283869	Homo sapiens	neuropeptide W(NPW)
ENSG00000155093	5799	Homo sapiens	protein tyrosine phosphatase receptor type N2(PTPRN2)
ENSG00000155090	7071	Homo sapiens	KLF transcription factor 10(KLF10)
ENSG00000182645	374355	Homo sapiens	coiled-coil domain containing 172(CCDC172)
ENSG00000183955	387893	Homo sapiens	lysine methyltransferase 5A(KMT5A)
ENSG00000155087	4956	Homo sapiens	outer dense fiber of sperm tails 1(ODF1)
ENSG00000171992	11346	Homo sapiens	synaptopodin(SYNPO)
ENSG00000169679	699	Homo sapiens	BUB1 mitotic checkpoint serine/threonine kinase(BUB1)
ENSG00000171988	221037	Homo sapiens	jumonji domain containing 1C(JMJD1C)
ENSG00000168348	84684	Homo sapiens	INSM transcriptional repressor 2(INSM2)
ENSG00000230778	100131244	Homo sapiens	ankyrin repeat domain 63(ANKRD63)
ENSG00000167014	145645	Homo sapiens	telomere repeat binding bouquet formation protein 2(TERB2)
ENSG00000169676	1816	Homo sapiens	dopamine receptor D5(DRD5)
ENSG00000254726	92312	Homo sapiens	mex-3 RNA binding family member A(MEX3A)
ENSG00000183960	131096	Homo sapiens	potassium voltage-gated channel subfamily H member 8(KCNH8)
ENSG00000215193	55670	Homo sapiens	peroxisomal biogenesis factor 26(PEX26)
ENSG00000183963	6525	Homo sapiens	smoothelin(SMTN)
ENSG00000182634	390265	Homo sapiens	olfactory receptor family 10 subfamily G member 7(OR10G7)
ENSG00000181323	374768	Homo sapiens	spermatid maturation 1(SPEM1)
ENSG00000143093	85369	Homo sapiens	striatin interacting protein 1(STRIP1)
ENSG00000179002	80834	Homo sapiens	taste 1 receptor member 2(TAS1R2)
ENSG00000169682	83985	Homo sapiens	SPNS lysolipid transporter 1, lysophospholipid(SPNS1)
ENSG00000168350	123099	Homo sapiens	delta 4-desaturase, sphingolipid 2(DEGS2)
ENSG00000179008	317761	Homo sapiens	chromosome 14 open reading frame 39(C14orf39)
ENSG00000170677	9306	Homo sapiens	suppressor of cytokine signaling 6(SOCS6)
ENSG00000170667	100271927	Homo sapiens	RAS p21 protein activator 4B(RASA4B)
ENSG00000168356	11280	Homo sapiens	sodium voltage-gated channel alpha subunit 11(SCN11A)
ENSG00000169684	1138	Homo sapiens	cholinergic receptor nicotinic alpha 5 subunit(CHRNA5)
ENSG00000169683	201255	Homo sapiens	leucine rich repeat containing 45(LRRC45)
ENSG00000215183	692094	Homo sapiens	microseminoprotein, prostate associated(MSMP)
ENSG00000215182	4586	Homo sapiens	mucin 5AC, oligomeric mucus/gel-forming(MUC5AC)
ENSG00000215187	730112	Homo sapiens	family with sequence similarity 166 member B(FAM166B)
ENSG00000181315	79692	Homo sapiens	zinc finger protein 322(ZNF322)
ENSG00000182667	50863	Homo sapiens	neurotrimin(NTM)
ENSG00000215186	55889	Homo sapiens	golgin A6 family member B(GOLGA6B)
ENSG00000239127	100113380	Homo sapiens	small nucleolar RNA, C/D box 125(SNORD125)
ENSG00000183977	151649	Homo sapiens	protein phosphatase 2C like domain containing 1(PP2D1)
ENSG00000183978	28958	Homo sapiens	cytochrome c oxidase assembly factor 3(COA3)
ENSG00000183979	256933	Homo sapiens	neuropeptide B(NPB)
ENSG00000181333	341208	Homo sapiens	hephaestin like 1(HEPHL1)
ENSG00000156398	118980	Homo sapiens	sideroflexin 2(SFXN2)
ENSG00000155066	150696	Homo sapiens	prominin 2(PROM2)
ENSG00000156395	22986	Homo sapiens	sortilin related VPS10 domain containing receptor 3(SORCS3)
ENSG00000169692	10555	Homo sapiens	1-acylglycerol-3-phosphate O-acyltransferase 2(AGPAT2)
ENSG00000170681	347273	Homo sapiens	caveolae associated protein 4(CAVIN4)
ENSG00000170684	162979	Homo sapiens	zinc finger protein 296(ZNF296)
ENSG00000170683	26496	Homo sapiens	olfactory receptor family 10 subfamily A member 3(OR10A3)
ENSG00000266720	106480481	Homo sapiens	RNA, 7SL, cytoplasmic 14, pseudogene(RN7SL14P)
ENSG00000228474	100128731	Homo sapiens	oligosaccharyltransferase complex subunit 4, non-catalytic(OST4)
ENSG00000167037	129049	Homo sapiens	small G protein signaling modulator 1(SGSM1)
ENSG00000167034	4824	Homo sapiens	NK3 homeobox 1(NKX3-1)
ENSG00000169696	79058	Homo sapiens	ASPSCR1 tether for SLC2A4, UBX domain containing(ASPSCR1)
ENSG00000179010	93621	Homo sapiens	Morf4 family associated protein 1(MRFAP1)
ENSG00000182652	441669	Homo sapiens	olfactory receptor family 4 subfamily Q member 3(OR4Q3)
ENSG00000239122	106481637	Homo sapiens	RNA, U2 small nuclear 11, pseudogene(RNU2-11P)
ENSG00000241613	106479447	Homo sapiens	RNA, 7SL, cytoplasmic 618, pseudogene(RN7SL618P)
ENSG00000179148	59344	Homo sapiens	arachidonate lipoxygenase 3(ALOXE3)
ENSG00000181467	5912	Homo sapiens	RAP2B, member of RAS oncogene family(RAP2B)
ENSG00000143190	5451	Homo sapiens	POU class 2 homeobox 1(POU2F1)
ENSG00000179144	168537	Homo sapiens	GTPase, IMAP family member 7(GIMAP7)
ENSG00000143194	84944	Homo sapiens	maelstrom spermatogenic transposon silencer(MAEL)
ENSG00000204673	84335	Homo sapiens	AKT1 substrate 1(AKT1S1)
ENSG00000168490	9796	Homo sapiens	phytanoyl-CoA 2-hydroxylase interacting protein(PHYHIP)
ENSG00000202016	106479840	Homo sapiens	RNA, U6 small nuclear 619, pseudogene(RNU6-619P)
ENSG00000168497	8436	Homo sapiens	caveolae associated protein 2(CAVIN2)
ENSG00000168495	661	Homo sapiens	RNA polymerase III subunit D(POLR3D)
ENSG00000168496	2237	Homo sapiens	flap structure-specific endonuclease 1(FEN1)
ENSG00000143195	387597	Homo sapiens	immunoglobulin like domain containing receptor 2(ILDR2)
ENSG00000143196	1805	Homo sapiens	dermatopontin(DPT)
ENSG00000143198	4259	Homo sapiens	microsomal glutathione S-transferase 3(MGST3)
ENSG00000143199	55811	Homo sapiens	adenylate cyclase 10(ADCY10)
ENSG00000181458	55076	Homo sapiens	transmembrane protein 45A(TMEM45A)
ENSG00000239305	7844	Homo sapiens	ring finger protein 103(RNF103)
ENSG00000239306	10432	Homo sapiens	RNA binding motif protein 14(RBM14)
ENSG00000143183	54499	Homo sapiens	transmembrane and coiled-coil domains 1(TMCO1)
ENSG00000181472	57621	Homo sapiens	zinc finger and BTB domain containing 2(ZBTB2)
ENSG00000167173	56905	Homo sapiens	chromosome 15 open reading frame 39(C15orf39)
ENSG00000202000	106481783	Homo sapiens	RNA, U1 small nuclear 36, pseudogene(RNU1-36P)
ENSG00000167178	57611	Homo sapiens	immunoglobulin superfamily containing leucine rich repeat 2(ISLR2)
ENSG00000182791	55231	Homo sapiens	coiled-coil domain containing 87(CCDC87)
ENSG00000143184	6375	Homo sapiens	X-C motif chemokine ligand 1(XCL1)
ENSG00000179151	80153	Homo sapiens	enhancer of mRNA decapping 3(EDC3)
ENSG00000143185	6846	Homo sapiens	X-C motif chemokine ligand 2(XCL2)
ENSG00000182793	221357	Homo sapiens	glutathione S-transferase alpha 5(GSTA5)
ENSG00000182795	79098	Homo sapiens	chromosome 1 open reading frame 116(C1orf116)
ENSG00000179152	285343	Homo sapiens	T cell activation inhibitor, mitochondrial(TCAIM)
ENSG00000240303	84129	Homo sapiens	acyl-CoA dehydrogenase family member 11(ACAD11)
ENSG00000155158	158219	Homo sapiens	tetratricopeptide repeat domain 39B(TTC39B)
ENSG00000215301	1654	Homo sapiens	DEAD-box helicase 3 X-linked(DDX3X)
ENSG00000180155	66004	Homo sapiens	Ly6/neurotoxin 1(LYNX1)
ENSG00000156486	3788	Homo sapiens	potassium voltage-gated channel modifier subfamily S member 2(KCNS2)
ENSG00000143171	6258	Homo sapiens	retinoid X receptor gamma(RXRG)
ENSG00000215305	64601	Homo sapiens	VPS16 core subunit of CORVET and HOPS complexes(VPS16)
ENSG00000239319	106480383	Homo sapiens	RNA, 7SL, cytoplasmic 854, pseudogene(RN7SL854P)
ENSG00000131183	6569	Homo sapiens	solute carrier family 34 member 1(SLC34A1)
ENSG00000167182	6668	Homo sapiens	Sp2 transcription factor(SP2)
ENSG00000205981	131118	Homo sapiens	DnaJ heat shock protein family (Hsp40) member C19(DNAJC19)
ENSG00000167183	79170	Homo sapiens	proline rich 15 like(PRR15L)
ENSG00000131188	80758	Homo sapiens	proline rich 7, synaptic(PRR7)
ENSG00000204657	7932	Homo sapiens	olfactory receptor family 2 subfamily H member 2(OR2H2)
ENSG00000230989	3281	Homo sapiens	heat shock factor binding protein 1(HSBP1)
ENSG00000204653	554235	Homo sapiens	aspartate dehydrogenase domain containing(ASPDH)
ENSG00000204655	4340	Homo sapiens	myelin oligodendrocyte glycoprotein(MOG)
ENSG00000167186	10229	Homo sapiens	coenzyme Q7, hydroxylase(COQ7)
ENSG00000156482	6156	Homo sapiens	ribosomal protein L30(RPL30)
ENSG00000179163	2517	Homo sapiens	alpha-L-fucosidase 1(FUCA1)
ENSG00000143178	9095	Homo sapiens	T-box transcription factor 19(TBX19)
ENSG00000143179	7371	Homo sapiens	uridine-cytidine kinase 2(UCK2)
ENSG00000156475	5521	Homo sapiens	protein phosphatase 2 regulatory subunit Bbeta(PPP2R2B)
ENSG00000241644	11185	Homo sapiens	indolethylamine N-methyltransferase(INMT)
ENSG00000179178	128218	Homo sapiens	transmembrane protein 125(TMEM125)
ENSG00000167195	653641	Homo sapiens	golgin A6 family member C(GOLGA6C)
ENSG00000167196	26263	Homo sapiens	F-box protein 22(FBXO22)
ENSG00000167193	1398	Homo sapiens	CRK proto-oncogene, adaptor protein(CRK)
ENSG00000204640	129521	Homo sapiens	neuromedin S(NMS)
ENSG00000131196	4772	Homo sapiens	nuclear factor of activated T cells 1(NFATC1)
ENSG00000167194	146378	Homo sapiens	chromosome 16 open reading frame 92(C16orf92)
ENSG00000167191	51704	Homo sapiens	G protein-coupled receptor class C group 5 member B(GPRC5B)
ENSG00000228672	389333	Homo sapiens	proline rich basic protein 1(PROB1)
ENSG00000227345	8505	Homo sapiens	poly(ADP-ribose) glycohydrolase(PARG)
ENSG00000205978	57523	Homo sapiens	NYN domain and retroviral integrase containing(NYNRIN)
ENSG00000143162	8804	Homo sapiens	cellular repressor of E1A stimulated genes 1(CREG1)
ENSG00000156471	9791	Homo sapiens	phosphatidylserine synthase 1(PTDSS1)
ENSG00000143164	55827	Homo sapiens	DDB1 and CUL4 associated factor 6(DCAF6)
ENSG00000143167	10223	Homo sapiens	glycoprotein A33(GPA33)
ENSG00000156466	392255	Homo sapiens	growth differentiation factor 6(GDF6)
ENSG00000180176	7054	Homo sapiens	tyrosine hydroxylase(TH)
ENSG00000156463	153769	Homo sapiens	SH3 domain containing ring finger 2(SH3RF2)
ENSG00000118193	9928	Homo sapiens	kinesin family member 14(KIF14)
ENSG00000118194	7139	Homo sapiens	troponin T2, cardiac type(TNNT2)
ENSG00000144481	79054	Homo sapiens	transient receptor potential cation channel subfamily M member 8(TRPM8)
ENSG00000118197	83479	Homo sapiens	DEAD-box helicase 59(DDX59)
ENSG00000157796	57728	Homo sapiens	WD repeat domain 19(WDR19)
ENSG00000131165	5119	Homo sapiens	charged multivesicular body protein 1A(CHMP1A)
ENSG00000202050	106479739	Homo sapiens	RNA, U6 small nuclear 391, pseudogene(RNU6-391P)
ENSG00000156469	51001	Homo sapiens	mitochondrial transcription termination factor 3(MTERF3)
ENSG00000229937	221823	Homo sapiens	phosphoribosyl pyrophosphate synthetase 1 like 1(PRPS1L1)
ENSG00000202058	106479130	Homo sapiens	RN7SK pseudogene 80(RN7SKP80)
ENSG00000143153	481	Homo sapiens	ATPase Na+/K+ transporting subunit beta 1(ATP1B1)
ENSG00000144485	55502	Homo sapiens	hes family bHLH transcription factor 6(HES6)
ENSG00000143156	29922	Homo sapiens	NME/NM23 family member 7(NME7)
ENSG00000144488	339768	Homo sapiens	espin like(ESPNL)
ENSG00000143157	57645	Homo sapiens	pogo transposable element derived with KRAB domain(POGK)
ENSG00000214026	6150	Homo sapiens	mitochondrial ribosomal protein L23(MRPL23)
ENSG00000156453	5097	Homo sapiens	protocadherin 1(PCDH1)
