NCBI GeneID	Symbol	Description
7056	THBD	thrombomodulin
7080	NKX2-1	NK2 homeobox 1
7150	TOP1	DNA topoisomerase I
7329	UBE2I	ubiquitin conjugating enzyme E2 I
7486	WRN	WRN RecQ like helicase
842	CASP9	caspase 9
84876	ORAI1	ORAI calcium release-activated calcium modulator 1
8517	IKBKG	inhibitor of nuclear factor kappa B kinase regulatory subunit gamma
891	CCNB1	cyclin B1
92140	MTDH	metadherin
9817	KEAP1	kelch like ECH associated protein 1
10013	HDAC6	histone deacetylase 6
100133941	CD24	CD24 molecule
10320	IKZF1	IKAROS family zinc finger 1
109504728	LOC109504728	chromosome 9 open reading frame 72 repeat instability region
2066	ERBB4	erb-b2 receptor tyrosine kinase 4
2167	FABP4	fatty acid binding protein 4
23476	BRD4	bromodomain containing 4
2597	GAPDH	glyceraldehyde-3-phosphate dehydrogenase
283131	NEAT1	nuclear paraspeckle assembly transcript 1
2852	GPER1	G protein-coupled estrogen receptor 1
2956	MSH6	mutS homolog 6
3579	CXCR2	C-X-C motif chemokine receptor 2
407006	MIR221	microRNA 221
407018	MIR27A	microRNA 27a
407021	MIR29A	microRNA 29a
4286	MITF	melanocyte inducing transcription factor
4548	MTR	5-methyltetrahydrofolate-homocysteine methyltransferase
4586	MUC5AC	mucin 5AC, oligomeric mucus/gel-forming
462	SERPINC1	serpin family C member 1
4691	NCL	nucleolin
4915	NTRK2	neurotrophic receptor tyrosine kinase 2
5310	PKD1	polycystin 1, transient receptor potential channel interacting
5467	PPARD	peroxisome proliferator activated receptor delta
5579	PRKCB	protein kinase C beta
5788	PTPRC	protein tyrosine phosphatase receptor type C
5914	RARA	retinoic acid receptor alpha
6279	S100A8	S100 calcium binding protein A8
684	BST2	bone marrow stromal cell antigen 2
695	BTK	Bruton tyrosine kinase
7345	UCHL1	ubiquitin C-terminal hydrolase L1
7535	ZAP70	zeta chain of T cell receptor associated protein kinase 70
8314	BAP1	BRCA1 associated protein 1
85480	TSLP	thymic stromal lymphopoietin
8795	TNFRSF10B	TNF receptor superfamily member 10b
1000	CDH2	cadherin 2
102	ADAM10	ADAM metallopeptidase domain 10
10273	STUB1	STIP1 homology and U-box containing protein 1
1113	CHGA	chromogranin A
1147	CHUK	component of inhibitor of nuclear factor kappa B kinase complex
121278	TPH2	tryptophan hydroxylase 2
1244	ABCC2	ATP binding cassette subfamily C member 2
1508	CTSB	cathepsin B
1524	CX3CR1	C-X3-C motif chemokine receptor 1
1991	ELANE	elastase, neutrophil expressed
2006	ELN	elastin
2159	F10	coagulation factor X
2266	FGG	fibrinogen gamma chain
240	ALOX5	arachidonate 5-lipoxygenase
246778	IL27	interleukin 27
27161	AGO2	argonaute RISC catalytic component 2
2717	GLA	galactosidase alpha
2811	GP1BA	glycoprotein Ib platelet subunit alpha
3002	GZMB	granzyme B
3575	IL7R	interleukin 7 receptor
3814	KISS1	KiSS-1 metastasis suppressor
4322	MMP13	matrix metallopeptidase 13
4625	MYH7	myosin heavy chain 7
5155	PDGFB	platelet derived growth factor subunit B
5175	PECAM1	platelet and endothelial cell adhesion molecule 1
6198	RPS6KB1	ribosomal protein S6 kinase B1
6288	SAA1	serum amyloid A1
632	BGLAP	bone gamma-carboxyglutamate protein
6376	CX3CL1	C-X3-C motif chemokine ligand 1
6591	SNAI2	snail family transcriptional repressor 2
6778	STAT6	signal transducer and activator of transcription 6
7078	TIMP3	TIMP metallopeptidase inhibitor 3
7520	XRCC5	X-ray repair cross complementing 5
9332	CD163	CD163 molecule
952	CD38	CD38 molecule
10059	DNM1L	dynamin 1 like
10763	NES	nestin
110806263	LOC110806263	TERT 5' regulatory region
1509	CTSD	cathepsin D
249	ALPL	alkaline phosphatase, biomineralization associated
2670	GFAP	glial fibrillary acidic protein
2740	GLP1R	glucagon like peptide 1 receptor
3371	TNC	tenascin C
3659	IRF1	interferon regulatory factor 1
406935	MIR143	microRNA 143
406985	MIR200C	microRNA 200c
406992	MIR210	microRNA 210
4602	MYB	MYB proto-oncogene, transcription factor
4653	MYOC	myocilin
4976	OPA1	OPA1 mitochondrial dynamin like GTPase
5430	POLR2A	RNA polymerase II subunit A
5443	POMC	proopiomelanocortin
5727	PTCH1	patched 1
6776	STAT5A	signal transducer and activator of transcription 5A
7042	TGFB2	transforming growth factor beta 2
8202	NCOA3	nuclear receptor coactivator 3
8542	APOL1	apolipoprotein L1
8862	APLN	apelin
8877	SPHK1	sphingosine kinase 1
100048912	CDKN2B-AS1	CDKN2B antisense RNA 1
1020	CDK5	cyclin dependent kinase 5
1025	CDK9	cyclin dependent kinase 9
1048	CEACAM5	CEA cell adhesion molecule 5
10630	PDPN	podoplanin
182	JAG1	jagged canonical Notch ligand 1
23410	SIRT3	sirtuin 3
25937	WWTR1	WW domain containing transcription regulator 1
27185	DISC1	DISC1 scaffold protein
2833	CXCR3	C-X-C motif chemokine receptor 3
2904	GRIN2B	glutamate ionotropic receptor NMDA type subunit 2B
3133	HLA-E	major histocompatibility complex, class I, E
3159	HMGA1	high mobility group AT-hook 1
3290	HSD11B1	hydroxysteroid 11-beta dehydrogenase 1
3439	IFNA1	interferon alpha 1
3484	IGFBP1	insulin like growth factor binding protein 1
3491	CCN1	cellular communication network factor 1
3574	IL7	interleukin 7
3611	ILK	integrin linked kinase
3684	ITGAM	integrin subunit alpha M
3716	JAK1	Janus kinase 1
3880	KRT19	keratin 19
3925	STMN1	stathmin 1
406986	MIR203A	microRNA 203a
407008	MIR223	microRNA 223
4092	SMAD7	SMAD family member 7
4878	NPPA	natriuretic peptide A
5069	PAPPA	pappalysin 1
51561	IL23A	interleukin 23 subunit alpha
51741	WWOX	WW domain containing oxidoreductase
5268	SERPINB5	serpin family B member 5
5335	PLCG1	phospholipase C gamma 1
5654	HTRA1	HtrA serine peptidase 1
590	BCHE	butyrylcholinesterase
634	CEACAM1	CEA cell adhesion molecule 1
659	BMPR2	bone morphogenetic protein receptor type 2
6928	HNF1B	HNF1 homeobox B
7186	TRAF2	TNF receptor associated factor 2
773	CACNA1A	calcium voltage-gated channel subunit alpha1 A
79923	NANOG	Nanog homeobox
8289	ARID1A	AT-rich interaction domain 1A
8737	RIPK1	receptor interacting serine/threonine kinase 1
1021	CDK6	cyclin dependent kinase 6
10399	RACK1	receptor for activated C kinase 1
10643	IGF2BP3	insulin like growth factor 2 mRNA binding protein 3
1236	CCR7	C-C motif chemokine receptor 7
1378	CR1	complement C3b/C4b receptor 1 (Knops blood group)
1394	CRHR1	corticotropin releasing hormone receptor 1
1437	CSF2	colony stimulating factor 2
1673	DEFB4A	defensin beta 4A
2130	EWSR1	EWS RNA binding protein 1
2705	GJB1	gap junction protein beta 1
284	ANGPT1	angiopoietin 1
29110	TBK1	TANK binding kinase 1
2934	GSN	gelsolin
3169	FOXA1	forkhead box A1
3358	HTR2C	5-hydroxytryptamine receptor 2C
3397	ID1	inhibitor of DNA binding 1
350	APOH	apolipoprotein H
3990	LIPC	lipase C, hepatic type
4067	LYN	LYN proto-oncogene, Src family tyrosine kinase
4306	NR3C2	nuclear receptor subfamily 3 group C member 2
4552	MTRR	5-methyltetrahydrofolate-homocysteine methyltransferase reductase
54209	TREM2	triggering receptor expressed on myeloid cells 2
57379	AICDA	activation induced cytidine deaminase
59341	TRPV4	transient receptor potential cation channel subfamily V member 4
6441	SFTPD	surfactant protein D
6716	SRD5A2	steroid 5 alpha-reductase 2
6833	ABCC8	ATP binding cassette subfamily C member 8
8841	HDAC3	histone deacetylase 3
100	ADA	adenosine deaminase
10062	NR1H3	nuclear receptor subfamily 1 group H member 3
1281	COL3A1	collagen type III alpha 1 chain
1361	CPB2	carboxypeptidase B2
1812	DRD1	dopamine receptor D1
25939	SAMHD1	SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1
2623	GATA1	GATA binding protein 1
2626	GATA4	GATA binding protein 4
2678	GGT1	gamma-glutamyltransferase 1
2719	GPC3	glypican 3
2776	GNAQ	G protein subunit alpha q
3485	IGFBP2	insulin like growth factor binding protein 2
3624	INHBA	inhibin subunit beta A
3663	IRF5	interferon regulatory factor 5
3875	KRT18	keratin 18
3973	LHCGR	luteinizing hormone/choriogonadotropin receptor
4041	LRP5	LDL receptor related protein 5
406952	MIR17	microRNA 17
4607	MYBPC3	myosin binding protein C3
5167	ENPP1	ectonucleotide pyrophosphatase/phosphodiesterase 1
55384	MEG3	maternally expressed 3
5581	PRKCE	protein kinase C epsilon
5590	PRKCZ	protein kinase C zeta
58	ACTA1	actin alpha 1, skeletal muscle
5972	REN	renin
6010	RHO	rhodopsin
64135	IFIH1	interferon induced with helicase C domain 1
655	BMP7	bone morphogenetic protein 7
6573	SLC19A1	solute carrier family 19 member 1
6690	SPINK1	serine peptidase inhibitor Kazal type 1
6885	MAP3K7	mitogen-activated protein kinase kinase kinase 7
6908	TBP	TATA-box binding protein
7068	THRB	thyroid hormone receptor beta
7158	TP53BP1	tumor protein p53 binding protein 1
7321	UBE2D1	ubiquitin conjugating enzyme E2 D1
7494	XBP1	X-box binding protein 1
8454	CUL1	cullin 1
8945	BTRC	beta-transducin repeat containing E3 ubiquitin protein ligase
9232	PTTG1	PTTG1 regulator of sister chromatid separation, securin
9575	CLOCK	clock circadian regulator
9927	MFN2	mitofusin 2
10397	NDRG1	N-myc downstream regulated 1
10406	WFDC2	WAP four-disulfide core domain 2
107980440	LOC107980440	ABL breakpoint recombination region
1269	CNR2	cannabinoid receptor 2
1806	DPYD	dihydropyrimidine dehydrogenase
2	A2M	alpha-2-macroglobulin
2017	CTTN	cortactin
2057	EPOR	erythropoietin receptor
208	AKT2	AKT serine/threonine kinase 2
2160	F11	coagulation factor XI
2516	NR5A1	nuclear receptor subfamily 5 group A member 1
27250	PDCD4	programmed cell death 4
3178	HNRNPA1	heterogeneous nuclear ribonucleoprotein A1
326	AIRE	autoimmune regulator
4907	NT5E	5'-nucleotidase ecto
5037	PEBP1	phosphatidylethanolamine binding protein 1
5045	FURIN	furin, paired basic amino acid cleaving enzyme
51129	ANGPTL4	angiopoietin like 4
5292	PIM1	Pim-1 proto-oncogene, serine/threonine kinase
5376	PMP22	peripheral myelin protein 22
546	ATRX	ATRX chromatin remodeler
5515	PPP2CA	protein phosphatase 2 catalytic subunit alpha
5742	PTGS1	prostaglandin-endoperoxide synthase 1
5744	PTHLH	parathyroid hormone like hormone
5901	RAN	RAN, member RAS oncogene family
6117	RPA1	replication protein A1
641	BLM	BLM RecQ like helicase
6775	STAT4	signal transducer and activator of transcription 4
7035	TFPI	tissue factor pathway inhibitor
834	CASP1	caspase 1
8850	KAT2B	lysine acetyltransferase 2B
9112	MTA1	metastasis associated 1
9131	AIFM1	apoptosis inducing factor mitochondria associated 1
943	TNFRSF8	TNF receptor superfamily member 8
9839	ZEB2	zinc finger E-box binding homeobox 2
9971	NR1H4	nuclear receptor subfamily 1 group H member 4
10419	PRMT5	protein arginine methyltransferase 5
1294	COL7A1	collagen type VII alpha 1 chain
1435	CSF1	colony stimulating factor 1
1540	CYLD	CYLD lysine 63 deubiquitinase
1604	CD55	CD55 molecule (Cromer blood group)
2073	ERCC5	ERCC excision repair 5, endonuclease
2120	ETV6	ETS variant transcription factor 6
2185	PTK2B	protein tyrosine kinase 2 beta
2624	GATA2	GATA binding protein 2
2643	GCH1	GTP cyclohydrolase 1
26762	HAVCR1	hepatitis A virus cellular receptor 1
27178	IL37	interleukin 37
308	ANXA5	annexin A5
3838	KPNA2	karyopherin subunit alpha 2
406910	MIR125A	microRNA 125a
409	ARRB2	arrestin beta 2
4254	KITLG	KIT ligand
488	ATP2A2	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2
51548	SIRT6	sirtuin 6
5320	PLA2G2A	phospholipase A2 group IIA
54210	TREM1	triggering receptor expressed on myeloid cells 1
5423	POLB	DNA polymerase beta
55600	ITLN1	intelectin 1
5627	PROS1	protein S
578	BAK1	BCL2 antagonist/killer 1
5829	PXN	paxillin
6262	RYR2	ryanodine receptor 2
6548	SLC9A1	solute carrier family 9 member A1
668	FOXL2	forkhead box L2
6777	STAT5B	signal transducer and activator of transcription 5B
6925	TCF4	transcription factor 4
7010	TEK	TEK receptor tyrosine kinase
7054	TH	tyrosine hydroxylase
7070	THY1	Thy-1 cell surface antigen
710	SERPING1	serpin family G member 1
7337	UBE3A	ubiquitin protein ligase E3A
84557	MAP1LC3A	microtubule associated protein 1 light chain 3 alpha
8772	FADD	Fas associated via death domain
8792	TNFRSF11A	TNF receptor superfamily member 11a
8826	IQGAP1	IQ motif containing GTPase activating protein 1
89	ACTN3	actinin alpha 3
9076	CLDN1	claudin 1
9173	IL1RL1	interleukin 1 receptor like 1
975	CD81	CD81 molecule
9978	RBX1	ring-box 1
1003	CDH5	cadherin 5
1072	CFL1	cofilin 1
1436	CSF1R	colony stimulating factor 1 receptor
1591	CYP24A1	cytochrome P450 family 24 subfamily A member 1
1612	DAPK1	death associated protein kinase 1
1616	DAXX	death domain associated protein
1634	DCN	decorin
1672	DEFB1	defensin beta 1
186	AGTR2	angiotensin II receptor type 2
1910	EDNRB	endothelin receptor type B
2161	F12	coagulation factor XII
2264	FGFR4	fibroblast growth factor receptor 4
23451	SF3B1	splicing factor 3b subunit 1
2395	FXN	frataxin
2919	CXCL1	C-X-C motif chemokine ligand 1
3164	NR4A1	nuclear receptor subfamily 4 group A member 1
3190	HNRNPK	heterogeneous nuclear ribonucleoprotein K
340061	STING1	stimulator of interferon response cGAMP interactor 1
3655	ITGA6	integrin subunit alpha 6
3676	ITGA4	integrin subunit alpha 4
3939	LDHA	lactate dehydrogenase A
4015	LOX	lysyl oxidase
406928	MIR137	microRNA 137
406988	MIR205	microRNA 205
406996	MIR214	microRNA 214
407035	MIR31	microRNA 31
4179	CD46	CD46 molecule
4194	MDM4	MDM4 regulator of p53
43	ACHE	acetylcholinesterase (Cartwright blood group)
4317	MMP8	matrix metallopeptidase 8
4352	MPL	MPL proto-oncogene, thrombopoietin receptor
4361	MRE11	MRE11 homolog, double strand break repair nuclease
467	ATF3	activating transcription factor 3
468	ATF4	activating transcription factor 4
4734	NEDD4	NEDD4 E3 ubiquitin protein ligase
4791	NFKB2	nuclear factor kappa B subunit 2
4853	NOTCH2	notch receptor 2
494324	MIR375	microRNA 375
5649	RELN	reelin
5820	PVT1	Pvt1 oncogene
5915	RARB	retinoic acid receptor beta
5919	RARRES2	retinoic acid receptor responder 2
6007	RHD	Rh blood group D antigen
6390	SDHB	succinate dehydrogenase complex iron sulfur subunit B
6446	SGK1	serum/glucocorticoid regulated kinase 1
64805	P2RY12	purinergic receptor P2Y12
6530	SLC6A2	solute carrier family 6 member 2
6624	FSCN1	fascin actin-bundling protein 1
6683	SPAST	spastin
7082	TJP1	tight junction protein 1
7454	WAS	WASP actin nucleation promoting factor
7874	USP7	ubiquitin specific peptidase 7
79728	PALB2	partner and localizer of BRCA2
890	CCNA2	cyclin A2
9235	IL32	interleukin 32
966	CD59	CD59 molecule (CD59 blood group)
1028	CDKN1C	cyclin dependent kinase inhibitor 1C
10971	YWHAQ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta
11168	PSIP1	PC4 and SRSF1 interacting protein 1
1138	CHRNA5	cholinergic receptor nicotinic alpha 5 subunit
1356	CP	ceruloplasmin
150	ADRA2A	adrenoceptor alpha 2A
1500	CTNND1	catenin delta 1
1621	DBH	dopamine beta-hydroxylase
1649	DDIT3	DNA damage inducible transcript 3
1861	TOR1A	torsin family 1 member A
1978	EIF4EBP1	eukaryotic translation initiation factor 4E binding protein 1
2081	ERN1	endoplasmic reticulum to nucleus signaling 1
2169	FABP2	fatty acid binding protein 2
2246	FGF1	fibroblast growth factor 1
2324	FLT4	fms related receptor tyrosine kinase 4
246	ALOX15	arachidonate 15-lipoxygenase
2668	GDNF	glial cell derived neurotrophic factor
283	ANG	angiogenin
3276	PRMT1	protein arginine methyltransferase 1
3554	IL1R1	interleukin 1 receptor type 1
3572	IL6ST	interleukin 6 cytokine family signal transducer
3691	ITGB4	integrin subunit beta 4
3778	KCNMA1	potassium calcium-activated channel subfamily M alpha 1
406907	MIR124-1	microRNA 124-1
406942	MIR150	microRNA 150
406971	MIR195	microRNA 195
407029	MIR30A	microRNA 30a
4162	MCAM	melanoma cell adhesion molecule
4261	CIITA	class II major histocompatibility complex transactivator
5077	PAX3	paired box 3
51176	LEF1	lymphoid enhancer binding factor 1
5196	PF4	platelet factor 4
5245	PHB1	prohibitin 1
55107	ANO1	anoctamin 1
5551	PRF1	perforin 1
5573	PRKAR1A	protein kinase cAMP-dependent type I regulatory subunit alpha
57007	ACKR3	atypical chemokine receptor 3
60674	GAS5	growth arrest specific 5
6335	SCN9A	sodium voltage-gated channel alpha subunit 9
6348	CCL3	C-C motif chemokine ligand 3
6364	CCL20	C-C motif chemokine ligand 20
6426	SRSF1	serine and arginine rich splicing factor 1
652995	UCA1	urothelial cancer associated 1
7038	TG	thyroglobulin
706	TSPO	translocator protein
7166	TPH1	tryptophan hydroxylase 1
7248	TSC1	TSC complex subunit 1
727	C5	complement C5
7439	BEST1	bestrophin 1
760	CA2	carbonic anhydrase 2
7849	PAX8	paired box 8
8038	ADAM12	ADAM metallopeptidase domain 12
80781	COL18A1	collagen type XVIII alpha 1 chain
8350	H3C1	H3 clustered histone 1
10155	TRIM28	tripartite motif containing 28
10381	TUBB3	tubulin beta 3 class III
10544	PROCR	protein C receptor
10563	CXCL13	C-X-C motif chemokine ligand 13
112744	IL17F	interleukin 17F
1392	CRH	corticotropin releasing hormone
1440	CSF3	colony stimulating factor 3
1514	CTSL	cathepsin L
1642	DDB1	damage specific DNA binding protein 1
1654	DDX3X	DEAD-box helicase 3 X-linked
1839	HBEGF	heparin binding EGF like growth factor
1843	DUSP1	dual specificity phosphatase 1
2023	ENO1	enolase 1
2177	FANCD2	FA complementation group D2
2346	FOLH1	folate hydrolase 1
2660	MSTN	myostatin
3251	HPRT1	hypoxanthine phosphoribosyltransferase 1
3291	HSD11B2	hydroxysteroid 11-beta dehydrogenase 2
3654	IRAK1	interleukin 1 receptor associated kinase 1
3976	LIF	LIF interleukin 6 family cytokine
407007	MIR222	microRNA 222
4217	MAP3K5	mitogen-activated protein kinase kinase kinase 5
4747	NEFL	neurofilament light chain
5052	PRDX1	peroxiredoxin 1
51206	GP6	glycoprotein VI platelet
5144	PDE4D	phosphodiesterase 4D
5311	PKD2	polycystin 2, transient receptor potential cation channel
5354	PLP1	proteolipid protein 1
5447	POR	cytochrome p450 oxidoreductase
54822	TRPM7	transient receptor potential cation channel subfamily M member 7
572	BAD	BCL2 associated agonist of cell death
624	BDKRB2	bradykinin receptor B2
6422	SFRP1	secreted frizzled related protein 1
6500	SKP1	S-phase kinase associated protein 1
6663	SOX10	SRY-box transcription factor 10
6688	SPI1	Spi-1 proto-oncogene
6869	TACR1	tachykinin receptor 1
6890	TAP1	transporter 1, ATP binding cassette subfamily B member
7012	TERC	telomerase RNA component
7019	TFAM	transcription factor A, mitochondrial
7039	TGFA	transforming growth factor alpha
7043	TGFB3	transforming growth factor beta 3
7100	TLR5	toll like receptor 5
7113	TMPRSS2	transmembrane serine protease 2
7184	HSP90B1	heat shock protein 90 beta family member 1
7225	TRPC6	transient receptor potential cation channel subfamily C member 6
7322	UBE2D2	ubiquitin conjugating enzyme E2 D2
7323	UBE2D3	ubiquitin conjugating enzyme E2 D3
7369	UMOD	uromodulin
7416	VDAC1	voltage dependent anion channel 1
7466	WFS1	wolframin ER transmembrane glycoprotein
7471	WNT1	Wnt family member 1
7507	XPA	XPA, DNA damage recognition and repair factor
7531	YWHAE	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon
8742	TNFSF12	TNF superfamily member 12
8989	TRPA1	transient receptor potential cation channel subfamily A member 1
9	NAT1	N-acetyltransferase 1
904	CCNT1	cyclin T1
928	CD9	CD9 molecule
9531	BAG3	BAG cochaperone 3
961	CD47	CD47 molecule
9759	HDAC4	histone deacetylase 4
10133	OPTN	optineurin
10257	ABCC4	ATP binding cassette subfamily C member 4
10524	KAT5	lysine acetyltransferase 5
105259599	H19-ICR	H19/IGF2 imprinting control region
10628	TXNIP	thioredoxin interacting protein
10892	MALT1	MALT1 paracaspase
11132	CAPN10	calpain 10
1282	COL4A1	collagen type IV alpha 1 chain
